"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.155520076E1,4.161191583E-1,-3.396886826E0,1.624311209E-1,3.426131803E0
2.157216073E1,4.629827738E-1,-3.657040596E0,1.337563396E-1,3.688656900E0
2.158907687E1,4.915689826E-1,-3.910500526E0,1.439093947E-1,3.943902172E0
2.160602664E1,5.411058664E-1,-4.084417343E0,1.915950179E-1,4.124556854E0
2.162293469E1,5.273404121E-1,-4.088017464E0,2.314820290E-1,4.128384505E0
2.163987504E1,4.981322289E-1,-4.146292686E0,2.047361135E-1,4.181123729E0
2.165680905E1,5.147249699E-1,-4.153219223E0,2.212495208E-1,4.190837990E0
2.167374571E1,4.650750160E-1,-3.997078896E0,1.417026520E-1,4.026538726E0
2.169069276E1,3.886725903E-1,-3.880356789E0,7.040578127E-2,3.900409230E0
2.170763247E1,3.054432273E-1,-3.780040741E0,2.525240183E-2,3.792445287E0
2.172457441E1,2.375041246E-1,-3.677348137E0,-3.151094913E-2,3.685144566E0
2.174151624E1,1.698224545E-1,-3.568272591E0,-8.495074511E-2,3.573321365E0
2.175845325E1,1.317933202E-1,-3.398220062E0,-7.870650291E-2,3.401685433E0
2.177539147E1,1.022847295E-1,-3.305719376E0,-8.689999580E-2,3.308442891E0
2.179232934E1,9.003037214E-2,-3.252232552E0,-6.917989254E-2,3.254213867E0
2.180926714E1,1.221204996E-1,-3.122105598E0,-2.261728048E-2,3.124574903E0
2.182623386E1,1.596107483E-1,-3.035709381E0,4.613405466E-2,3.040252521E0
2.184313951E1,1.904419065E-1,-3.040605545E0,1.063371897E-1,3.048418901E0
2.186010964E1,2.484881282E-1,-2.945204735E0,1.553264856E-1,2.959747218E0
2.187704219E1,2.560555935E-1,-2.812202454E0,1.629606485E-1,2.828533769E0
2.189397969E1,2.471969128E-1,-2.644801140E0,1.758027673E-1,2.662139364E0
2.191095871E1,2.520940304E-1,-2.558240891E0,1.124746203E-1,2.573091214E0
2.192785577E1,2.241874933E-1,-2.339677811E0,1.111932397E-1,2.353022785E0
2.194483755E1,1.937313080E-1,-2.047416687E0,1.398662329E-1,2.061312561E0
2.196173168E1,1.621646881E-1,-1.685480118E0,1.535760164E-1,1.700213577E0
2.197865044E1,9.837222099E-2,-1.345829010E0,1.396636367E-1,1.356627712E0
2.199564414E1,4.158377647E-2,-9.393606186E-1,6.509733200E-2,9.425312965E-1
2.201255104E1,-1.890635490E-2,-4.696502686E-1,3.593504429E-2,4.714023254E-1
2.202947733E1,-7.949489355E-2,-1.016359329E-1,1.211464405E-2,1.295996357E-1
2.204642604E1,-1.348113418E-1,2.790822983E-1,-5.884540081E-2,3.154739423E-1
2.206335369E1,-1.594123840E-1,6.883125305E-1,-1.024259329E-1,7.139170257E-1
2.208026681E1,-2.239972949E-1,1.023549080E0,-1.863293052E-1,1.064211500E0
2.209726863E1,-2.272437513E-1,1.286419868E0,-2.308065891E-1,1.326569818E0
2.211413009E1,8.789765835E-2,1.512785912E0,-2.381728292E-1,1.533940517E0
2.213107334E1,4.218872190E-1,1.263305664E0,-5.542254448E-2,1.333042267E0
2.214801149E1,-5.185043812E-2,1.780300140E0,2.019816637E-2,1.781169566E0
2.216494884E1,-2.044348717E-1,2.293436527E0,1.104481816E-1,2.305177547E0
2.218188696E1,-1.855456233E-1,2.579910755E0,9.848958254E-2,2.588448740E0
2.219882493E1,-4.566425085E-1,2.896406174E0,-2.368503809E-2,2.932277627E0
2.221580934E1,-5.983690023E-1,3.116046429E0,-1.152162552E-1,3.175069384E0
2.223270861E1,-5.936657786E-1,3.281169415E0,-9.733435512E-2,3.335863570E0
2.224965209E1,-5.595551729E-1,3.313215733E0,-2.016457915E-2,3.360194502E0
2.226658049E1,-4.722337723E-1,3.260390759E0,3.475511074E-2,3.294595658E0
2.228352858E1,-4.005182981E-1,3.200242519E0,7.723921537E-2,3.226132822E0
2.230046366E1,-5.101116300E-1,3.414136410E0,9.047144651E-2,3.453219712E0
2.231740404E1,-1.711790562E-1,3.217973232E0,1.850331426E-1,3.227830735E0
2.233437347E1,-9.333574772E-2,3.143424988E0,1.982499361E-1,3.151053039E0
2.235128575E1,-3.383277655E-1,3.436898232E0,5.538692474E-1,3.497642960E0
2.236819078E1,-4.798787236E-1,3.824145317E0,2.214125991E-1,3.860491489E0
2.238517188E1,-5.831683278E-1,3.956322193E0,4.226136208E-2,3.999294515E0
2.240207245E1,-6.706668735E-1,4.045039177E0,-1.225071549E-1,4.102090199E0
2.241906158E1,-7.120202780E-1,4.112060070E0,-2.919384837E-1,4.183448216E0
2.243599645E1,-5.885698199E-1,4.024948597E0,-3.269231915E-1,4.080870546E0
2.245291733E1,-3.659334183E-1,3.764399529E0,-3.496034741E-1,3.798267193E0
2.246985977E1,-3.988492489E-1,3.791609287E0,-3.562390804E-1,3.829136716E0
2.248680078E1,-3.497581482E-1,3.833409786E0,-3.946772218E-1,3.869513078E0
2.250371951E1,-3.145487309E-1,3.623114586E0,-3.029139638E-1,3.649336525E0
2.252065875E1,-1.413097978E-1,3.243497372E0,-1.568880081E-1,3.250362673E0
2.253759706E1,-3.712300956E-1,3.336227417E0,-4.173816442E-1,3.382666492E0
2.255453437E1,-1.897463202E-1,3.049973011E0,-4.810116887E-1,3.093494994E0
2.257147218E1,-2.608101368E-1,3.029965878E0,-3.011894822E-1,3.056048143E0
2.258838175E1,-3.688663840E-1,2.798502922E0,-2.992497683E-1,2.838526279E0
2.260532025E1,-4.417741597E-1,2.566128731E0,-4.161233902E-1,2.636918608E0
2.262227238E1,-3.558233380E-1,2.194715023E0,-4.948605299E-1,2.277777694E0
2.263920982E1,-2.489924431E-1,1.737756729E0,-3.727073073E-1,1.794632671E0
2.265613490E1,-3.781867027E-2,1.247592926E0,-2.215123773E-1,1.267669552E0
2.267308568E1,-7.569670677E-3,1.025010109E0,-1.031676531E-1,1.030216767E0
2.269001812E1,-9.721398354E-3,7.955141068E-1,4.317647219E-2,7.967442547E-1
2.270700779E1,5.426931381E-2,3.114442825E-1,9.981280565E-2,3.315196762E-1
2.272391084E1,2.941243649E-1,-1.293325424E-1,4.806447029E-2,3.248788110E-1
2.274087086E1,8.880746365E-2,-1.329717636E-1,-7.578074932E-2,1.769490816E-1
2.275779595E1,2.047602534E-1,-4.149580002E-1,-1.342144608E-1,4.817991540E-1
2.277474832E1,1.851541996E-1,-5.546236038E-1,-5.030930042E-2,5.868734491E-1
2.279168917E1,9.699070454E-2,-7.586431503E-1,-5.758798122E-2,7.669830519E-1
2.280863780E1,4.042714834E-2,-9.420223236E-1,-2.561860681E-1,9.770730341E-1
2.282550293E1,7.286161184E-2,-1.217559814E0,-3.222109675E-1,1.261578624E0
2.284249698E1,1.563480496E-1,-1.536122322E0,-1.905553937E-1,1.555772432E0
2.285940887E1,2.538398504E-1,-1.764652252E0,-6.190335751E-2,1.783890206E0
2.287640950E1,2.519512773E-1,-1.828379631E0,-4.725956917E-2,1.846262438E0
2.289331525E1,2.508955002E-1,-2.139944077E0,-1.332300901E-2,2.154643058E0
2.291025301E1,2.013704181E-1,-2.437168121E0,4.775923491E-2,2.445939378E0
2.292719132E1,3.703754842E-1,-2.722614288E0,-1.388865709E-2,2.747726234E0
2.294412902E1,2.363487482E-1,-2.816444397E0,-9.370374680E-2,2.827896774E0
2.296106738E1,3.421310782E-1,-3.060978889E0,-1.597487926E-2,3.080081271E0
2.297800536E1,3.540253043E-1,-3.386037827E0,-2.624893188E-2,3.404596171E0
2.299491408E1,3.097335696E-1,-3.534071922E0,5.284905434E-3,3.547622749E0
2.301187813E1,3.533964157E-1,-3.752691269E0,5.806201696E-2,3.769741634E0
2.302879554E1,4.471333623E-1,-3.994052887E0,1.354423761E-1,4.021284788E0
2.304571706E1,6.253220439E-1,-4.241930962E0,3.000183702E-1,4.298257433E0
2.306267119E1,7.219666839E-1,-4.249538422E0,3.300710917E-1,4.323049805E0
2.307959957E1,6.566433907E-1,-4.149302483E0,3.309437037E-1,4.213954837E0
2.309653363E1,6.033006907E-1,-4.214022636E0,2.873038054E-1,4.266673409E0
2.311345585E1,5.192661881E-1,-4.058347702E0,2.531136870E-1,4.099254808E0
2.313040872E1,4.999043941E-1,-3.831754684E0,1.414783001E-1,3.866815806E0
2.314734696E1,2.978010774E-1,-3.596609116E0,-1.742560267E-1,3.613121611E0
2.316426742E1,2.976379991E-1,-3.423427582E0,-2.200173736E-1,3.443378055E0
2.318122714E1,1.997773647E-1,-3.276254654E0,-4.515087605E-2,3.282650477E0
2.319816869E1,6.474831700E-2,-2.997776031E0,-1.492935419E-2,2.998512359E0
2.321509669E1,1.274998486E-1,-2.947479248E0,1.644283533E-2,2.950281427E0
2.323205355E1,1.719153523E-1,-2.917005539E0,1.811683178E-2,2.922123273E0
2.324898775E1,3.395130634E-1,-2.898861885E0,1.366264820E-1,2.921872027E0
2.326592559E1,4.351484776E-1,-2.714444160E0,1.576092839E-1,2.753616165E0
2.328286376E1,3.920347691E-1,-2.625395775E0,2.360954285E-1,2.664983168E0
2.329980194E1,2.966105342E-1,-2.503775597E0,2.407062650E-1,2.532747432E0
2.331673939E1,3.259399533E-1,-2.334640503E0,5.791509151E-2,2.357994336E0
2.333367732E1,3.254783154E-1,-2.078387260E0,9.882450104E-4,2.103718307E0
2.335061576E1,1.713430882E-1,-1.712566376E0,4.087376595E-2,1.721601786E0
2.336755290E1,2.067703009E-1,-1.535683632E0,1.302352548E-1,1.555004629E0
2.338449095E1,2.184379101E-1,-1.257110596E0,2.918221354E-1,1.308893551E0
2.340141250E1,9.453016520E-2,-8.597669601E-1,2.647731304E-1,9.045661880E-1
2.341836700E1,1.249353290E-1,-6.320714951E-1,1.916664243E-1,6.722047526E-1
2.343530576E1,1.274196506E-1,-3.180913925E-1,1.192999482E-1,3.628365734E-1
2.345225036E1,1.553001404E-1,1.020727158E-1,1.303063035E-1,2.269729183E-1
2.346916362E1,1.374127865E-1,5.025701523E-1,7.350701094E-2,5.261770733E-1
2.348611736E1,6.846636534E-2,7.242670059E-1,-2.649009228E-2,7.279780656E-1
2.350305768E1,-1.357135177E-1,1.216206551E0,-1.527966857E-1,1.233257216E0
2.351998999E1,-1.662130356E-1,1.612820625E0,-1.800313592E-1,1.631327200E0
2.353691989E1,-2.266391218E-1,1.950159073E0,-1.997866035E-1,1.973423520E0
2.355388587E1,-3.138621151E-1,2.282167435E0,-1.751707792E-1,2.310299208E0
2.357083817E1,-2.589900792E-1,2.365904808E0,-9.540539980E-2,2.381949540E0
2.358776422E1,-1.740639806E-1,2.521425724E0,6.536364555E-3,2.527435197E0
2.360466981E1,-2.319080234E-1,2.680948257E0,1.762574911E-2,2.691017569E0
2.362160765E1,-2.696071863E-1,2.802580833E0,-9.854078293E-3,2.815536266E0
2.363854586E1,-2.812451720E-1,2.961822510E0,-4.779106379E-2,2.975529434E0
2.365548322E1,-2.659570575E-1,3.197261810E0,-2.776247263E-2,3.208424379E0
2.367242123E1,-3.031224012E-1,3.239337921E0,8.306616545E-2,3.254549638E0
2.368936853E1,-3.953807950E-1,3.299185753E0,4.324853420E-3,3.322795707E0
2.370633470E1,-5.933995247E-1,3.610976696E0,3.629058599E-3,3.659411000E0
2.372327192E1,-5.695384145E-1,3.714201450E0,4.137647152E-2,3.757842257E0
2.374020503E1,-6.049237847E-1,3.800723553E0,5.613058805E-2,3.848971675E0
2.375715396E1,-6.304681897E-1,3.795504093E0,5.585658550E-2,3.847916503E0
2.377408577E1,-4.918774962E-1,3.682797432E0,1.190043688E-1,3.717405337E0
2.379099741E1,-4.619503617E-1,3.703130722E0,1.509732604E-1,3.734885300E0
2.380796736E1,-4.712476730E-1,3.706155777E0,1.023196578E-1,3.737396731E0
2.382491335E1,-4.682841301E-1,3.686183929E0,-3.884410858E-2,3.716012763E0
2.384184053E1,-5.082072020E-1,3.815393925E0,-1.623455286E-1,3.852513651E0
2.385874796E1,-4.271551967E-1,3.773757458E0,-2.193324566E-1,3.804183702E0
2.387572020E1,-3.783734441E-1,3.541221142E0,-2.077142596E-1,3.567430287E0
2.389264399E1,-4.713318944E-1,3.573773861E0,-3.268091083E-1,3.619505154E0
2.390958466E1,-5.487505198E-1,3.610067844E0,-3.696016669E-1,3.670193778E0
2.392648562E1,3.932611346E-1,-1.100627232E1,3.347548008E0,1.151081067E1
2.394345880E1,-3.564834595E-1,-1.005120277E1,1.468300700E0,1.016413620E1
2.396040606E1,-5.645275712E-1,-5.051592827E0,-1.305159330E-1,5.084713942E0
2.397733667E1,4.551407695E-1,1.238145828E-1,2.299131155E-1,5.247315615E-1
2.399425340E1,1.992189288E-1,1.640727043E0,-8.570581079E-1,1.861779260E0
2.401119305E1,4.121303558E-2,1.147197723E0,-9.449093342E-1,1.486813633E0
2.402813096E1,3.855139017E-2,-6.917552948E-1,-3.302389383E-1,7.675085367E-1
2.404506875E1,1.110835075E-1,-2.160787582E0,4.006512165E-1,2.200423577E0
2.406202102E1,2.035108209E-1,-2.534502983E0,6.812131405E-1,2.632332306E0
2.407894441E1,3.466078639E-1,-2.405418396E0,1.114664555E0,2.673696269E0
2.409586515E1,4.150785208E-1,-1.668114662E0,7.359976768E-1,1.869916919E0
2.411280916E1,2.897388935E-1,-9.481201172E-1,1.668760777E-1,1.005349695E0
2.412974410E1,3.445670605E-1,-3.530120850E-1,1.351115704E-1,5.114676214E-1
2.414668234E1,2.507600784E-1,9.811782837E-2,-9.209442139E-2,2.845858528E-1
2.416362026E1,2.347507477E-1,-4.555568695E-1,1.483163834E-1,5.335145026E-1
2.418053776E1,5.374207497E-1,-1.226830482E0,1.963589191E-1,1.353695283E0
2.419753667E1,6.490057707E-1,-3.761463165E-1,4.075949192E-1,8.537143316E-1
2.421443159E1,6.599108577E-1,2.870416641E-1,5.307736397E-1,8.942012713E-1
2.423142098E1,5.102660656E-1,3.771247864E-1,1.905899048E-1,6.625096784E-1
2.424831365E1,4.444679618E-1,1.631402969E-1,1.242454052E-1,4.894930503E-1
2.426525112E1,4.019011259E-1,-3.224353790E-1,1.802480221E-1,5.458740130E-1
2.428220376E1,1.590025425E-2,-1.127910614E-1,-1.649546623E-1,2.004611739E-1
2.429913323E1,-1.582055092E-1,2.194814682E-1,-5.313782692E-1,5.962918438E-1
2.431607950E1,-2.890527546E-1,6.579170227E-1,-7.929838896E-1,1.070154079E0
2.433301700E1,-3.362358510E-1,1.037715912E0,-7.189090252E-1,1.306422232E0
2.434994682E1,-4.227663875E-1,5.897521973E-1,-2.186653614E-1,7.578612095E-1
2.436688878E1,-2.825811505E-1,1.431217194E-1,-1.241499186E-1,3.402192462E-1
2.438382318E1,-3.655266762E-2,3.895606995E-1,-6.085064411E-1,7.234457305E-1
2.440078723E1,1.818994284E-1,8.768224716E-1,1.330150366E-1,9.053165462E-1
2.441772553E1,3.722230196E-1,1.055721283E0,-3.571507335E-1,1.175012362E0
2.443466462E1,2.491011024E-1,-4.717254639E-2,-1.500161648E0,1.521434053E0
2.445160076E1,1.645379663E-1,-2.436981201E-1,-3.598748446E-1,4.647272532E-1
