"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.081661047E1,1.148163080E-1,-1.081466675E-2,1.396552920E-1,1.811169296E-1
1.083354498E1,8.498448133E-2,2.809438705E-1,2.650492787E-1,3.954781165E-1
1.085047782E1,6.739461422E-2,5.050907135E-1,3.359958231E-1,6.103702614E-1
1.086742592E1,1.329058409E-2,8.326873779E-1,3.507886231E-1,9.036578817E-1
1.088435355E1,-2.139729261E-2,1.140655518E0,3.327579200E-1,1.188394163E0
1.090124893E1,-7.834571600E-2,1.528114319E0,3.310673237E-1,1.565527705E0
1.091825449E1,1.369860649E0,1.348953247E0,1.434772110E1,1.447595571E1
1.093517364E1,-3.545773923E-1,2.308211327E0,1.952189654E-1,2.343432333E0
1.095210737E1,-3.457493484E-1,2.645991325E0,1.576277018E-1,2.673136584E0
1.096905125E1,-4.301123917E-1,2.975652695E0,2.322653681E-2,3.006666776E0
1.098598579E1,-3.906567991E-1,3.214321613E0,-3.234877437E-2,3.238135669E0
1.100292376E1,-3.663142025E-1,3.404477596E0,4.390926659E-2,3.424409704E0
1.101986158E1,-3.217197955E-1,3.529911041E0,1.278548241E-1,3.546846831E0
1.103678196E1,-2.971459031E-1,3.537210464E0,1.639732718E-1,3.553454768E0
1.105370782E1,-2.831931114E-1,3.551037312E0,2.048150897E-1,3.568194718E0
1.107065163E1,-3.252741098E-1,3.673039436E0,1.583224535E-1,3.690811286E0
1.108756749E1,-3.580124974E-1,3.757058144E0,3.560894728E-2,3.774245201E0
1.110452808E1,-3.743088841E-1,3.954600811E0,1.140009165E-1,3.973911288E0
1.112144815E1,-5.085467696E-1,4.126371861E0,-2.566053867E-1,4.165502475E0
1.113840303E1,-5.581005812E-1,4.237929821E0,-4.071193337E-1,4.293864411E0
1.115540711E1,-5.198020339E-1,4.207375050E0,-3.961474299E-1,4.257831813E0
1.117228160E1,-5.498587489E-1,4.260828018E0,-4.668542147E-1,4.321452638E0
1.118921353E1,-4.856382608E-1,4.139069557E0,-3.956961036E-1,4.186205528E0
1.120613236E1,-4.198849797E-1,4.090428829E0,-3.563742638E-1,4.127337401E0
1.122307883E1,-3.654126525E-1,3.945614338E0,-2.029392719E-1,3.967692435E0
1.124001164E1,-2.924963236E-1,3.734144211E0,-9.435319901E-2,3.746770558E0
1.125695943E1,-2.741746306E-1,3.629230499E0,-6.710124016E-2,3.640190698E0
1.127389231E1,-2.751289606E-1,3.552619934E0,-1.091341972E-1,3.564928416E0
1.129083022E1,-2.534377575E-1,3.488396168E0,-1.248236895E-1,3.499817063E0
1.130780851E1,-2.571535110E-1,3.556877136E0,-1.310755610E-1,3.568568858E0
1.132471876E1,-2.650408149E-1,3.405914783E0,-3.601523042E-1,3.435143640E0
1.134165739E1,-2.178430557E-1,3.233512878E0,-3.800245225E-1,3.263047620E0
1.135859534E1,-1.790323257E-1,3.023642540E0,-3.379702866E-1,3.047735339E0
1.137553382E1,-1.233035326E-1,2.781716824E0,-3.526930213E-1,2.806696388E0
1.139247116E1,-6.984877586E-2,2.498515129E0,-2.775434554E-1,2.514853290E0
1.140940132E1,1.242429018E-2,2.169764996E0,-2.012732625E-1,2.179115744E0
1.142636217E1,4.725366831E-2,1.791924477E0,-8.802419901E-2,1.794707357E0
1.144330819E1,5.229622126E-2,1.469968796E0,-1.104691625E-1,1.475041217E0
1.146024475E1,6.187790632E-2,1.202008247E0,-7.018113136E-2,1.205644265E0
1.147722638E1,4.097205400E-2,9.152240753E-1,-2.346970439E-1,9.457253934E-1
1.149412192E1,6.753075123E-2,6.834850311E-1,-2.957649827E-1,7.477894858E-1
1.151104452E1,8.696085215E-2,4.232454300E-1,-2.717263103E-1,5.104253829E-1
1.152799769E1,1.423203349E-1,4.815292358E-2,-3.497548699E-1,3.806602827E-1
1.154491367E1,1.985577941E-1,-3.667678833E-1,-4.137725830E-1,5.874960666E-1
1.156186745E1,2.354999185E-1,-6.814937592E-1,-3.208228946E-1,7.891902718E-1
1.157877611E1,2.978199124E-1,-1.090417862E0,-1.815009117E-1,1.144836405E0
1.159574285E1,3.331345916E-1,-1.391912460E0,9.003639221E-3,1.431251207E0
1.161269175E1,3.702287674E-1,-1.761347771E0,1.142730713E-1,1.803461573E0
1.162961906E1,3.803391457E-1,-2.135321617E0,2.652683258E-1,2.185091202E0
1.164656746E1,3.896887898E-1,-2.416090012E0,2.081663013E-1,2.456151768E0
1.166349328E1,3.793756962E-1,-2.624879837E0,1.699271798E-1,2.657592016E0
1.168042422E1,3.903952837E-1,-2.841103554E0,-3.783285618E-2,2.868049722E0
1.169736648E1,4.016017914E-1,-2.893021584E0,-1.031815410E-1,2.922585210E0
1.171427671E1,3.938167095E-1,-3.090220451E0,-5.666875839E-2,3.115728709E0
1.173121417E1,4.265718460E-1,-3.291131020E0,-1.575901806E-1,3.322399975E0
1.174815238E1,4.290187359E-1,-3.447479248E0,-2.235444188E-1,3.481255858E0
1.176509020E1,4.031852484E-1,-3.544507027E0,-1.221976280E-1,3.569456635E0
1.178202830E1,3.870689273E-1,-3.654931068E0,2.608728409E-2,3.675462422E0
1.179897494E1,3.616228104E-1,-3.751914024E0,1.791858673E-1,3.773557669E0
1.181594023E1,3.574093580E-1,-3.917429924E0,2.597290277E-1,3.942265570E0
1.183287981E1,3.526731730E-1,-4.034885406E0,2.910944223E-1,4.060716017E0
1.184981619E1,3.698788881E-1,-4.138020515E0,2.119079828E-1,4.159919371E0
1.186673283E1,3.844897747E-1,-4.175098419E0,1.640069485E-1,4.195971577E0
1.188369301E1,4.340544343E-1,-4.198781013E0,2.003836632E-2,4.221204424E0
1.190060858E1,4.740477800E-1,-4.190113068E0,-5.343067646E-2,4.217181957E0
1.191756753E1,5.005273819E-1,-4.172708511E0,7.334798574E-2,4.203261104E0
1.193446015E1,5.056909919E-1,-4.180586815E0,1.452432275E-1,4.213564416E0
1.195140699E1,4.944779873E-1,-4.051130295E0,1.532517076E-1,4.084072873E0
1.196835587E1,4.768515229E-1,-3.953854561E0,2.661643624E-1,3.991390326E0
1.198531057E1,4.493459463E-1,-3.755687714E0,3.633777499E-1,3.799887547E0
1.200227028E1,4.147049785E-1,-3.599242210E0,4.156721234E-1,3.646821633E0
1.201919067E1,3.734406233E-1,-3.434110641E0,3.612409234E-1,3.473192883E0
1.203611760E1,2.884411812E-1,-3.135689735E0,2.333053350E-1,3.157559154E0
1.205306582E1,2.111948133E-1,-2.800570488E0,1.084746718E-1,2.810616491E0
1.206998452E1,1.345348358E-1,-2.472276688E0,-2.631771564E-2,2.476074366E0
1.208692342E1,7.532840967E-2,-2.037199974E0,-1.626666188E-1,2.045071767E0
1.210386121E1,7.879853249E-2,-1.823201180E0,-1.141659021E-1,1.828470837E0
1.212079954E1,1.195694208E-1,-1.615767479E0,3.920590878E-2,1.620659895E0
1.213773706E1,1.525766253E-1,-1.422143936E0,1.935018301E-1,1.443335013E0
1.215467460E1,1.504853368E-1,-1.184474945E0,2.535002828E-1,1.220610145E0
1.217164148E1,1.934223771E-1,-1.008563042E0,3.836849332E-1,1.096278137E0
1.218854844E1,1.977364421E-1,-7.951831818E-1,4.494124651E-1,9.345520622E-1
1.220547077E1,1.765332222E-1,-5.924406052E-1,4.473689198E-1,7.630785016E-1
1.222241246E1,1.226091981E-1,-2.971134186E-1,4.078515172E-1,5.192805206E-1
1.223935018E1,-9.172320366E-3,1.245002747E-1,2.456630766E-1,2.755626917E-1
1.225627984E1,-1.022287607E-1,5.634508133E-1,1.420548260E-1,5.900060272E-1
1.227322575E1,-1.577610373E-1,1.002367020E0,1.719025075E-1,1.029164058E0
1.229015438E1,-2.114874721E-1,1.433983803E0,1.438320875E-1,1.456613939E0
1.230715788E1,1.409952044E0,1.055108070E0,1.131508732E1,1.145130642E1
1.232402454E1,-2.300007939E-1,1.981320381E0,1.633115858E-1,2.001299951E0
1.234102256E1,-2.266873121E-1,2.295846939E0,2.521835268E-1,2.320753506E0
1.235793338E1,-2.148552537E-1,2.519080639E0,2.804237902E-1,2.543731029E0
1.237489352E1,-2.251572609E-1,2.797020435E0,2.704566121E-1,2.819071813E0
1.239178061E1,-2.181895375E-1,2.988432407E0,2.858086824E-1,3.009986965E0
1.240875832E1,-2.707495987E-1,3.172162533E0,2.036913931E-1,3.190205427E0
1.242574979E1,-3.291561007E-1,3.420815468E0,9.976854920E-2,3.438062822E0
1.244262164E1,-3.979051411E-1,3.666168690E0,-7.077443600E-2,3.688377744E0
1.245958440E1,-4.312174022E-1,3.832271576E0,-1.599349976E-1,3.859771118E0
1.247651201E1,-4.793553352E-1,4.047761440E0,-2.653480172E-1,4.084674257E0
1.249346084E1,-4.459689260E-1,4.056816578E0,-1.279209256E-1,4.083260069E0
1.251039320E1,-5.369989872E-1,4.132945061E0,-3.597139716E-1,4.183180241E0
1.252733126E1,-5.361834168E-1,4.081549644E0,-3.849960566E-1,4.134581251E0
1.254426781E1,-5.357888937E-1,4.083626270E0,-3.192216754E-1,4.130977576E0
1.256120661E1,-5.388289094E-1,4.027547836E0,-2.696399689E-1,4.072368338E0
1.257810857E1,-5.468317866E-1,4.000919342E0,-1.911778450E-1,4.042638934E0
1.259508975E1,-5.562593341E-1,3.914082050E0,-1.549266577E-1,3.956446008E0
1.261199673E1,-5.702371597E-1,3.851817608E0,-1.345043182E-1,3.896121240E0
1.262895860E1,-5.593282580E-1,3.832168102E0,-1.525230408E-1,3.875773954E0
1.264589295E1,-5.749610662E-1,3.788937092E0,-2.533481121E-1,3.840678297E0
1.266283410E1,-5.459885597E-1,3.722781658E0,-2.213536501E-1,3.769111861E0
1.267978360E1,-5.014207363E-1,3.628407001E0,-1.297937632E-1,3.665188473E0
1.269666464E1,-4.550613165E-1,3.496144295E0,2.479988337E-2,3.525722730E0
1.271361374E1,-4.062218070E-1,3.262114525E0,-5.833882093E-2,3.287827664E0
1.273054594E1,-3.407304287E-1,3.085476398E0,-8.944770694E-2,3.105521329E0
1.274748869E1,-2.677643895E-1,2.870962143E0,7.265806198E-5,2.883421821E0
1.276442422E1,-2.341035604E-1,2.702301025E0,-1.748985052E-2,2.712478793E0
1.278136168E1,-1.957420707E-1,2.494616985E0,-8.676528931E-3,2.502299771E0
1.279834458E1,-1.316823363E-1,2.242145061E0,-6.413829327E-2,2.246924217E0
1.281527076E1,-1.019083858E-1,2.057916164E0,-1.966448426E-1,2.069800341E0
1.283217762E1,-4.595589638E-2,1.861824989E0,-3.274675906E-1,1.890962522E0
1.284913425E1,1.261234283E-3,1.552620888E0,-4.123609364E-1,1.606447868E0
1.286606519E1,2.127438784E-2,1.368904114E0,-4.455532432E-1,1.439746076E0
1.288300294E1,1.788789034E-2,1.058389664E0,-3.973578811E-1,1.130664381E0
1.289994059E1,-1.576143503E-2,8.284187317E-1,-2.732077837E-1,8.724497183E-1
1.291687882E1,1.754939556E-2,4.325380325E-1,-3.389218450E-1,5.497864566E-1
1.293384051E1,3.445705771E-2,1.024255753E-1,-3.177971840E-1,3.356684934E-1
1.295075330E1,4.948681593E-2,-2.518529892E-1,-2.220400572E-1,3.393827634E-1
1.296770144E1,1.058057547E-1,-6.216812134E-1,-1.475503445E-1,6.476522932E-1
1.298463063E1,1.514661312E-1,-1.040491104E0,-7.335889339E-2,1.054013877E0
1.300155238E1,2.311463952E-1,-1.468187332E0,-7.178086042E-2,1.488003760E0
1.301850573E1,3.204839826E-1,-1.824890137E0,-2.584403753E-2,1.852998086E0
1.303544364E1,4.251151681E-1,-2.226731300E0,-1.142913103E-2,2.266977242E0
1.305241044E1,5.155586600E-1,-2.547708511E0,6.244677305E-2,2.600099804E0
1.306933224E1,5.497083068E-1,-2.802050591E0,9.598612785E-2,2.857075440E0
1.308624725E1,5.439641476E-1,-3.022778511E0,1.425154805E-1,3.074637797E0
1.310319941E1,4.677324295E-1,-3.200700760E0,1.836024523E-1,3.239902597E0
1.312013686E1,4.826607704E-1,-3.340376854E0,8.153051138E-2,3.376051861E0
1.313705076E1,4.879046082E-1,-3.466507912E0,2.376097441E-2,3.500756003E0
1.315400812E1,4.236901402E-1,-3.485990524E0,-8.022785187E-3,3.511653120E0
1.317093966E1,3.756347895E-1,-3.540683746E0,-5.769169331E-2,3.561021092E0
1.318786798E1,3.379547000E-1,-3.591883659E0,-6.519109011E-2,3.608336387E0
1.320480877E1,3.302975595E-1,-3.629106522E0,-1.009529829E-1,3.645504372E0
1.322174615E1,3.151196837E-1,-3.628393173E0,-8.184736967E-2,3.642970824E0
1.323868423E1,3.637026846E-1,-3.740952492E0,-4.879510403E-2,3.758907574E0
1.325562218E1,3.882363737E-1,-3.766674995E0,-2.313697338E-2,3.786700849E0
1.327256029E1,4.139433205E-1,-3.939356804E0,7.736682892E-4,3.961045531E0
1.328954338E1,4.206296802E-1,-3.976701736E0,1.214047670E-1,4.000728077E0
1.330647296E1,3.926316500E-1,-4.045517921E0,2.424926758E-1,4.071753623E0
1.332341022E1,4.918660522E-1,-4.161852837E0,1.776555181E-1,4.194581353E0
1.334034892E1,5.842327476E-1,-4.249513626E0,1.768018603E-1,4.293128563E0
1.335729849E1,6.321303248E-1,-4.224186897E0,2.001537085E-1,4.275909868E0
1.337422387E1,6.344296932E-1,-4.150955200E0,2.053306103E-1,4.204175397E0
1.339118699E1,6.285107136E-1,-3.957564354E0,2.348995507E-1,4.014040250E0
1.340810089E1,5.851664543E-1,-3.659637451E0,2.200320959E-1,3.712651367E0
1.342501539E1,5.369131565E-1,-3.376605034E0,1.496278644E-1,3.422298320E0
1.344197203E1,4.956569672E-1,-3.100795746E0,3.393024206E-2,3.140344145E0
1.345890195E1,4.326997399E-1,-2.750299454E0,3.676611185E-2,2.784372083E0
1.347584633E1,3.568850160E-1,-2.412416458E0,3.788352013E-3,2.438674729E0
1.349279418E1,2.970282435E-1,-2.133372307E0,3.996443748E-2,2.154321316E0
1.350972204E1,1.994788647E-1,-1.767596245E0,8.817911148E-2,1.781000802E0
1.352664936E1,1.947501600E-1,-1.532814980E0,-4.039156437E-2,1.545665185E0
1.354360083E1,1.948388219E-1,-1.259881973E0,-6.024920940E-2,1.276281599E0
1.356052250E1,2.062920928E-1,-1.026327133E0,1.202094555E-2,1.046923261E0
1.357747361E1,2.065818906E-1,-7.957115173E-1,6.836944818E-2,8.249286501E-1
1.359442201E1,1.940388083E-1,-5.257644653E-1,1.002066135E-1,5.693159909E-1
1.361135521E1,2.007178068E-1,-2.669687271E-1,4.087680578E-2,3.364979234E-1
1.362829215E1,1.890482903E-1,-1.798534393E-2,1.378106475E-1,2.346369604E-1
1.364522556E1,1.531449556E-1,3.381710052E-1,1.145822406E-1,3.885126717E-1
1.366217379E1,1.607534885E-1,5.414314270E-1,2.243903875E-1,6.077340868E-1
1.367909729E1,9.545576572E-2,8.755769730E-1,1.990203559E-1,9.029706202E-1
1.369600514E1,8.538442850E-2,1.130352974E0,2.881254256E-1,1.169617291E0
1.371295078E1,1.914352179E-2,1.489380836E0,3.420032859E-1,1.528263066E0
1.372988249E1,-7.889676094E-2,1.851205826E0,2.238174677E-1,1.866355263E0
1.374681063E1,-1.396743059E-1,2.199145794E0,1.862028241E-1,2.211429996E0
1.376375799E1,-1.510570049E-1,2.464229107E0,1.811535656E-1,2.475491855E0
1.378071767E1,1.890396357E0,2.023771763E0,1.487999630E1,1.513550595E1
1.379767168E1,-3.333069682E-1,3.108640194E0,-2.297714651E-1,3.134889522E0
1.381456929E1,-3.495803773E-1,3.351354599E0,-1.979997754E-1,3.375350056E0
1.383154144E1,-3.147583008E-1,3.538671017E0,-1.583449244E-1,3.556169072E0
1.384846121E1,-3.314147294E-1,3.727100372E0,-1.869316101E-1,3.746472519E0
1.386539506E1,-2.713368237E-1,3.809483528E0,-1.274755001E-1,3.821261366E0
1.388234135E1,-3.153412044E-1,3.922054291E0,-1.195467114E-1,3.936526559E0
1.389926974E1,-2.819184363E-1,4.016723633E0,-6.044983864E-2,4.027058595E0
1.391621811E1,-3.367185593E-1,4.140040398E0,-7.843911648E-3,4.153718263E0
1.393314654E1,-4.329625666E-1,4.271931171E0,-1.219365001E-1,4.295546651E0
1.395009278E1,-4.556632638E-1,4.242614746E0,-2.676196098E-1,4.275398128E0
1.396700700E1,-4.127662778E-1,4.211574078E0,-7.811397314E-2,4.232473745E0
1.398396455E1,-5.436297655E-1,4.261597157E0,-3.785642982E-1,4.312778058E0
1.400089764E1,-6.077894568E-1,4.219115257E0,-5.478314757E-1,4.297727412E0
1.401787411E1,-5.751731992E-1,4.022235394E0,-4.550516903E-1,4.088554000E0
1.403480026E1,-5.913944244E-1,3.941740990E0,-3.649529815E-1,4.002531708E0
1.405173910E1,-5.391645432E-1,3.689600468E0,-2.327248454E-1,3.736042140E0
1.406867707E1,-5.232275128E-1,3.544054031E0,-1.298379302E-1,3.584821320E0
1.408561441E1,-5.100238323E-1,3.341141224E0,-3.782451153E-2,3.380056165E0
1.410252330E1,-4.705849886E-1,3.220293999E0,2.817296982E-2,3.254617856E0
1.411946723E1,-4.806849957E-1,3.094366550E0,-7.738101482E-2,3.132435192E0
1.413638894E1,-4.499095678E-1,2.930964470E0,-1.989134550E-1,2.971958598E0
1.415334295E1,-3.566784859E-1,2.665977955E0,-1.913181543E-1,2.696527514E0
1.417027744E1,-3.426442146E-1,2.593929291E0,-1.596243382E-1,2.621326792E0
1.418720149E1,-2.692514658E-1,2.358397961E0,-3.302626014E-1,2.396583126E0
1.420414307E1,-1.722167134E-1,2.054542065E0,-4.499837756E-1,2.110281282E0
1.422107884E1,-1.314411759E-1,1.829950333E0,-4.095416665E-1,1.879818975E0
1.423802096E1,-1.390916705E-1,1.655052185E0,-2.921470404E-1,1.686384927E0
1.425495390E1,-1.448502541E-1,1.459632874E0,-1.625828147E-1,1.475785517E0
1.427189710E1,-1.245771050E-1,1.205417633E0,-1.016307473E-1,1.216092075E0
1.428887711E1,-1.542674899E-1,9.976663589E-1,-1.685217023E-1,1.023492153E0
1.430576110E1,-1.209042966E-1,7.615928650E-1,-2.047170997E-1,7.978412322E-1
1.432274064E1,-9.208816290E-2,4.776735306E-1,-2.417775393E-1,5.432389990E-1
1.433967823E1,-2.724206448E-2,5.708408356E-2,-4.226272702E-1,4.273342161E-1
1.435662150E1,2.869129181E-2,-2.966222763E-1,-3.621732593E-1,4.690175207E-1
1.437359211E1,5.199629068E-2,-5.866641998E-1,-3.438639045E-1,6.819977144E-1
1.439049100E1,1.479424238E-1,-1.027070999E0,-3.358399272E-1,1.090665052E0
1.440743433E1,2.721307874E-1,-1.540461540E0,-3.224181533E-1,1.597194537E0
1.442437305E1,2.700795531E-1,-1.822452545E0,-2.003240585E-1,1.853215037E0
1.444130944E1,2.409884334E-1,-2.145886421E0,6.250905991E-2,2.160280385E0
1.445824308E1,2.099313140E-1,-2.380343437E0,2.055195570E-1,2.398404537E0
1.447516958E1,2.593619227E-1,-2.680952072E0,2.329933643E-1,2.703527053E0
1.449210274E1,3.299157023E-1,-2.948982239E0,1.468257904E-1,2.971009665E0
1.450906196E1,4.066379070E-1,-3.203504562E0,4.140293598E-2,3.229475201E0
1.452597812E1,4.559338689E-1,-3.374898911E0,1.840746403E-2,3.405606728E0
1.454293823E1,5.635724664E-1,-3.675389290E0,-8.604502678E-2,3.719341891E0
1.455986512E1,5.385410190E-1,-3.667340279E0,-9.514462948E-2,3.707892076E0
1.457679985E1,4.871834517E-1,-3.698782921E0,-8.338588476E-2,3.731661294E0
1.459374369E1,4.602338076E-1,-3.756016731E0,-9.128987789E-3,3.784119472E0
1.461067936E1,4.642168880E-1,-3.835278511E0,-4.541116953E-2,3.863537337E0
1.462763768E1,3.679696023E-1,-3.770544052E0,-4.466933012E-2,3.788720025E0
1.464456422E1,1.879314780E-1,-3.663794518E0,1.132873893E-1,3.670360001E0
1.466148283E1,1.371538043E-1,-3.671276093E0,1.107686758E-1,3.675506634E0
1.467839416E1,2.124623060E-1,-3.768614769E0,3.415226936E-3,3.774600531E0
1.469534183E1,2.911804914E-1,-3.788130760E0,-3.838169575E-2,3.799499163E0
1.471227898E1,4.152473211E-1,-3.899687767E0,-9.550726414E-2,3.922896463E0
1.472921120E1,5.077375174E-1,-4.006900787E0,-4.189199209E-2,4.039159101E0
1.474615499E1,6.104444265E-1,-4.092127800E0,-4.093003273E-2,4.137611340E0
1.476309337E1,6.224394441E-1,-3.957194328E0,1.416025162E-1,4.008349921E0
1.478007610E1,6.243637800E-1,-3.888588905E0,2.418537140E-1,3.945813861E0
1.479700511E1,6.246210933E-1,-3.842268944E0,3.541005850E-1,3.908781059E0
1.481394346E1,6.285865903E-1,-3.668617249E0,3.330703974E-1,3.736951901E0
1.483088110E1,5.996379256E-1,-3.531420708E0,2.710268497E-1,3.592207317E0
1.484779700E1,4.950751066E-1,-3.186353683E0,3.178436160E-1,3.240211987E0
1.486472862E1,4.619994760E-1,-2.878154755E0,2.606709003E-1,2.926630763E0
1.488165547E1,4.311302304E-1,-2.532231331E0,5.576097965E-2,2.569275788E0
1.489861004E1,3.810626268E-1,-2.145309448E0,-4.999011755E-2,2.179463321E0
1.491553037E1,3.567036092E-1,-1.760369301E0,-1.547411084E-1,1.802798478E0
1.493246561E1,3.128912747E-1,-1.463269234E0,-6.941032410E-2,1.497957140E0
1.494940973E1,2.756625116E-1,-1.055811882E0,-1.324709058E-1,1.099216581E0
1.496638789E1,2.855026126E-1,-7.439680099E-1,1.688748598E-2,7.970478836E-1
1.498332155E1,2.655654848E-1,-5.245084763E-1,1.012614369E-1,5.965635314E-1
1.500028333E1,2.616920471E-1,-3.285264969E-1,9.473454952E-2,4.305659317E-1
1.501719512E1,2.687552571E-1,-1.078376770E-1,-1.320278645E-2,2.898838843E-1
1.503413234E1,2.797533274E-1,1.067819595E-1,1.814448833E-2,2.999892223E-1
1.505107750E1,2.716824412E-1,3.516225815E-1,1.186972857E-1,4.599335107E-1
1.506800649E1,2.353093028E-1,6.404724121E-1,1.081061363E-1,6.908417441E-1
1.508493395E1,1.645697951E-1,9.955053329E-1,-1.070123911E-2,1.009073140E0
1.510188298E1,1.145095825E-1,1.316480637E0,-1.356333494E-2,1.321520970E0
1.511880076E1,8.491605520E-2,1.565382004E0,4.193407297E-2,1.568244248E0
1.513574007E1,6.341075897E-2,1.814031601E0,1.055880189E-1,1.818208020E0
1.515267790E1,2.349483967E-2,2.161441803E0,1.146338582E-1,2.164607031E0
1.516959946E1,6.804364920E-2,2.362061977E0,2.174461484E-1,2.373025400E0
1.518653988E1,1.441922784E-1,2.482200146E0,2.272970080E-1,2.496752472E0
1.520347740E1,-1.440498233E-1,2.889078140E0,-7.401794195E-3,2.892676553E0
1.522041590E1,-1.740542054E-1,3.126490116E0,-1.048022807E-1,3.133084555E0
1.523735552E1,-2.127106786E-1,3.428196907E0,-8.920428157E-2,3.435947798E0
1.525429095E1,-1.786545217E-1,3.648021698E0,1.015883684E-2,3.652407829E0
1.527125457E1,-2.384299934E-1,3.949258327E0,-7.273358107E-2,3.957117685E0
1.528820407E1,-2.974658012E-1,4.166861534E0,-1.528765857E-1,4.180262216E0
1.530514443E1,-3.113245964E-1,4.309875011E0,-2.558610737E-1,4.328673065E0
1.532208476E1,-2.747220099E-1,4.241665840E0,-1.960384846E-1,4.255071371E0
1.533898690E1,-2.754524946E-1,4.341679573E0,-2.016489506E-1,4.355079550E0
1.535596938E1,-2.830996215E-1,4.315310478E0,-2.401178479E-1,4.331247684E0
1.537288569E1,-1.224201322E-1,4.085918427E0,-6.997501850E-2,4.088350839E0
1.538984115E1,-2.496452332E-1,4.108374596E0,-2.118917108E-1,4.121402996E0
1.540677443E1,-4.182934463E-1,4.121280193E0,-4.662898183E-1,4.168614402E0
1.542369346E1,-4.931199253E-1,4.025791645E0,-5.040230751E-1,4.087077794E0
1.544063913E1,-5.180960894E-1,3.906100750E0,-4.121084213E-1,3.961802617E0
1.545755611E1,-5.148589611E-1,3.801087856E0,-2.624830008E-1,3.844768649E0
1.547449713E1,-5.441848040E-1,3.700763226E0,-2.714387774E-1,3.750395254E0
1.549143529E1,-5.540443659E-1,3.525919914E0,-2.455614805E-1,3.577621674E0
1.550837327E1,-5.159777999E-1,3.230181217E0,-1.689081192E-1,3.275489847E0
1.552531074E1,-4.680014253E-1,2.975268364E0,-1.324901581E-1,3.014763807E0
1.554224918E1,-3.989542723E-1,2.764828205E0,-2.315592766E-2,2.793559685E0
1.555918654E1,-3.350491524E-1,2.481132507E0,-2.601510286E-2,2.503787778E0
1.557615588E1,-1.916964054E-1,2.209784508E0,2.194779515E-1,2.228915802E0
1.559309567E1,-2.701532841E-1,2.167026520E0,9.022605419E-2,2.185664081E0
1.561003769E1,-2.973347306E-1,1.947818279E0,-1.055154204E-1,1.973204879E0
1.562698853E1,-3.198730350E-1,1.764457703E0,-2.060928941E-1,1.805021890E0
1.564389930E1,-2.749170661E-1,1.564348221E0,-1.786816120E-1,1.598340348E0
1.566081204E1,-2.545746565E-1,1.423874855E0,-9.133273363E-2,1.449334167E0
1.567773809E1,-2.341556549E-1,1.206906319E0,-1.262767315E-1,1.235879260E0
1.569467500E1,-2.236517668E-1,9.721336365E-1,-2.243313789E-1,1.022442413E0
1.571161421E1,-1.870084405E-1,5.732021332E-1,-1.815512180E-1,6.296774468E-1
1.572855188E1,-1.504874825E-1,3.290491104E-1,-1.612993479E-1,3.961531006E-1
1.574548426E1,-1.357479095E-1,4.142856598E-2,-1.414895058E-1,2.004073384E-1
1.576244228E1,-8.742117882E-2,-3.666620255E-1,-1.780947447E-1,4.168947607E-1
1.577940226E1,-4.246199131E-2,-6.421327591E-1,-2.976560593E-2,6.442231696E-1
1.579634168E1,-4.807543755E-2,-9.621658325E-1,-1.531018019E-1,9.754560465E-1
1.581327246E1,-1.989406347E-2,-1.401308060E0,-2.748872638E-1,1.428153724E0
1.583022139E1,-3.808557987E-3,-1.764489174E0,-2.820862532E-1,1.786899327E0
1.584715507E1,4.054164886E-2,-2.061684608E0,-1.586511731E-1,2.068177276E0
1.586410895E1,1.117620468E-1,-2.347871780E0,6.119406223E-2,2.351326725E0
1.588099663E1,1.921523809E-1,-2.684577942E0,2.049813271E-1,2.699240376E0
1.589794876E1,3.099001646E-1,-3.107823372E0,2.938038111E-1,3.137024849E0
1.591488283E1,3.760614395E-1,-3.370734215E0,2.830767035E-1,3.403439991E0
1.593182007E1,4.332065582E-1,-3.572926521E0,2.566266060E-1,3.608230739E0
1.594875810E1,4.097859859E-1,-3.711101532E0,1.700286269E-1,3.737527106E0
1.596569584E1,4.475997090E-1,-3.843219757E0,1.349649429E-1,3.871549966E0
1.598264201E1,4.297325611E-1,-3.765885353E0,1.296688318E-1,3.792542231E0
1.599958194E1,3.488226533E-1,-3.816242218E0,-1.428896189E-2,3.832177721E0
1.601651122E1,2.536706924E-1,-3.784680367E0,-1.599473357E-1,3.796542828E0
1.603347067E1,1.560032368E-1,-3.724607468E0,-2.622810006E-1,3.737088321E0
1.605038796E1,1.082131565E-1,-3.596255302E0,-1.985611320E-1,3.603357991E0
1.606734773E1,1.088926196E-1,-3.554811478E0,5.809694529E-2,3.556953401E0
1.608425633E1,1.124087572E-1,-3.566837311E0,1.479799747E-1,3.571674986E0
1.610120860E1,2.200830877E-1,-3.781958580E0,1.342397928E-1,3.790734439E0
1.611815352E1,2.934116125E-1,-3.832266808E0,7.315492630E-2,3.844178833E0
1.613506032E1,3.652435541E-1,-3.883934975E0,1.099238396E-1,3.902619248E0
1.615202145E1,3.809460998E-1,-3.968751907E0,8.120000362E-2,3.987819589E0
1.616893351E1,4.506676793E-1,-3.914055824E0,1.129568815E-1,3.941534423E0
1.618587496E1,4.953998327E-1,-3.863717079E0,2.189428806E-1,3.901495437E0
